sale_id,medicine,hospital,quantity,sales_value,year
1256,Ibuprofen,Narayana,477,3525,2022
1257,Paracetamol,Apollo,255,4060,2022
1258,Amoxicillin,Medanta,342,2690,2022
1259,Aspirin,Apollo,186,1696,2022
1260,Atorvastatin,Medanta,378,1572,2022
1261,Atorvastatin,Manipal,362,3601,2022
1262,Amoxicillin,Fortis,382,4156,2022
1263,Atorvastatin,Medanta,254,426,2022
1264,Aspirin,Apollo,58,4951,2022
1265,Paracetamol,Narayana,119,1429,2022
1266,Aspirin,Narayana,310,3182,2022
1267,Amoxicillin,Apollo,198,1149,2022
1268,Amoxicillin,AIIMS,462,1559,2022
1269,Aspirin,Manipal,121,4457,2022
1270,Aspirin,Medanta,241,1227,2022
1271,Atorvastatin,Fortis,201,2049,2022
1272,Metformin,Manipal,321,1734,2022
1273,Aspirin,AIIMS,135,4747,2022
1274,Atorvastatin,Medanta,108,2580,2022
1275,Paracetamol,Manipal,394,738,2022
1276,Metformin,Fortis,462,642,2022
1277,Aspirin,Fortis,355,3319,2022
1278,Ibuprofen,Fortis,283,4020,2022
1279,Atorvastatin,Fortis,270,3195,2022
1280,Aspirin,Apollo,404,3664,2022
1281,Amoxicillin,AIIMS,232,1925,2022
1282,Amoxicillin,Medanta,429,4289,2022
1283,Aspirin,Fortis,380,2207,2022
1284,Metformin,Narayana,100,1074,2022
1285,Aspirin,Manipal,296,3758,2022
1286,Ibuprofen,Narayana,88,775,2022
1287,Aspirin,Manipal,74,822,2022
1288,Paracetamol,AIIMS,257,4319,2022
1289,Aspirin,Narayana,141,3701,2022
1290,Aspirin,Manipal,326,540,2022
1291,Ibuprofen,Fortis,407,3793,2022
1292,Atorvastatin,Narayana,58,797,2022
1293,Aspirin,Narayana,112,2625,2022
1294,Paracetamol,Apollo,399,4705,2022
1295,Aspirin,Apollo,152,4110,2022
1296,Ibuprofen,Apollo,366,3090,2022
1297,Amoxicillin,Medanta,100,4034,2022
1298,Amoxicillin,Medanta,449,4399,2022
1299,Metformin,Fortis,27,2757,2022
1300,Metformin,AIIMS,61,3352,2022
1301,Aspirin,Medanta,349,3770,2022
1302,Amoxicillin,AIIMS,80,3159,2022
1303,Atorvastatin,AIIMS,412,1104,2022
1304,Paracetamol,Narayana,147,366,2022
1305,Amoxicillin,Fortis,361,2416,2022
1306,Aspirin,AIIMS,334,1697,2022
1307,Ibuprofen,AIIMS,84,4742,2022
1308,Atorvastatin,AIIMS,36,2904,2022
1309,Metformin,AIIMS,252,2832,2022
1310,Aspirin,Manipal,397,1100,2022
1311,Metformin,Narayana,318,3263,2022
1312,Metformin,Manipal,474,490,2022
1313,Aspirin,Apollo,154,4143,2022
1314,Atorvastatin,Apollo,21,1780,2022
1315,Amoxicillin,Medanta,73,1137,2022
1316,Atorvastatin,Apollo,255,2682,2022
1317,Atorvastatin,Apollo,309,4465,2022
1318,Amoxicillin,Narayana,209,262,2022
1319,Aspirin,Fortis,311,2278,2022
1320,Atorvastatin,Fortis,361,472,2022
1321,Aspirin,AIIMS,170,1333,2022
1322,Atorvastatin,Apollo,86,2852,2022
1323,Aspirin,AIIMS,124,2655,2022
1324,Ibuprofen,Apollo,75,439,2022
1325,Aspirin,Fortis,113,870,2022
1326,Amoxicillin,Narayana,406,368,2022
1327,Aspirin,Apollo,476,3604,2022
1328,Aspirin,Apollo,24,3847,2022
1329,Ibuprofen,Fortis,171,1681,2022
1330,Amoxicillin,Apollo,196,2469,2022
1331,Aspirin,Manipal,371,758,2022
1332,Amoxicillin,AIIMS,304,881,2022
1333,Paracetamol,AIIMS,172,3333,2022
1334,Atorvastatin,AIIMS,493,651,2022
1335,Metformin,Narayana,130,612,2022
1336,Paracetamol,Apollo,65,3871,2022
1337,Atorvastatin,Narayana,201,1231,2022
1338,Aspirin,Fortis,281,366,2022
1339,Amoxicillin,AIIMS,195,3830,2022
1340,Atorvastatin,Fortis,499,2834,2022
1341,Paracetamol,Apollo,481,2562,2022
1342,Aspirin,Manipal,74,4214,2022
1343,Ibuprofen,Medanta,411,745,2022
1344,Amoxicillin,AIIMS,187,4981,2022
1345,Paracetamol,Manipal,424,636,2022
1346,Ibuprofen,AIIMS,305,2545,2022
1347,Paracetamol,Medanta,237,4953,2022
1348,Aspirin,Apollo,58,1928,2022
1349,Aspirin,Fortis,460,380,2022
1350,Ibuprofen,Narayana,156,992,2022
1351,Metformin,Apollo,354,1490,2022
1352,Amoxicillin,Narayana,229,2520,2022
1353,Atorvastatin,Manipal,376,534,2022
1354,Amoxicillin,Manipal,425,4766,2022
1355,Aspirin,Fortis,187,2241,2022
1356,Aspirin,Manipal,108,114,2022
1357,Aspirin,Manipal,333,231,2022
1358,Metformin,AIIMS,470,4826,2022
1359,Amoxicillin,Medanta,355,1959,2022
1360,Ibuprofen,Narayana,300,1219,2022
1361,Paracetamol,Medanta,140,3865,2022
1362,Metformin,Narayana,241,1368,2022
1363,Amoxicillin,AIIMS,477,1552,2022
1364,Metformin,Narayana,137,2369,2022
1365,Aspirin,AIIMS,372,3495,2022
1366,Ibuprofen,Apollo,433,3719,2022
1367,Paracetamol,Narayana,441,443,2022
1368,Atorvastatin,Apollo,323,403,2022
1369,Atorvastatin,Medanta,131,3870,2022
1370,Aspirin,AIIMS,244,4939,2022
1371,Paracetamol,Medanta,319,2937,2022
1372,Amoxicillin,Fortis,116,1351,2022
1373,Amoxicillin,AIIMS,219,1442,2022
1374,Aspirin,Manipal,236,4220,2022
1375,Ibuprofen,Fortis,247,363,2022
1376,Paracetamol,Apollo,278,2478,2022
1377,Aspirin,Narayana,348,3951,2022
1378,Paracetamol,Fortis,30,4174,2022
1379,Amoxicillin,Fortis,51,1776,2022
1380,Paracetamol,Apollo,306,3417,2022
1381,Atorvastatin,Fortis,434,3023,2022
1382,Amoxicillin,Apollo,416,4947,2022
1383,Metformin,Manipal,486,370,2022
1384,Atorvastatin,Medanta,277,290,2022
1385,Ibuprofen,Narayana,224,1804,2022
1386,Atorvastatin,Narayana,240,4775,2022
1387,Atorvastatin,AIIMS,198,2586,2022
1388,Aspirin,Manipal,98,3528,2022
1389,Paracetamol,Apollo,276,3273,2022
1390,Amoxicillin,Narayana,36,639,2022
1391,Paracetamol,Fortis,325,3270,2022
1392,Paracetamol,Manipal,318,1294,2022
1393,Aspirin,Apollo,427,954,2022
1394,Amoxicillin,Medanta,52,2628,2022
1395,Atorvastatin,Manipal,65,545,2022
1396,Metformin,Narayana,352,1831,2022
1397,Amoxicillin,Medanta,167,3322,2022
1398,Aspirin,Narayana,128,378,2022
1399,Paracetamol,AIIMS,210,3329,2022
1400,Amoxicillin,Medanta,433,465,2022
1401,Metformin,Medanta,384,2294,2022
1402,Aspirin,Narayana,175,4313,2022
1403,Atorvastatin,Medanta,170,1821,2022
1404,Metformin,AIIMS,256,1078,2022
1405,Metformin,Medanta,360,3828,2022
1406,Paracetamol,Manipal,415,4720,2022
1407,Metformin,Apollo,383,1758,2022
1408,Ibuprofen,Apollo,70,169,2022
1409,Aspirin,Apollo,444,193,2022
1410,Amoxicillin,Fortis,370,697,2022
1411,Ibuprofen,Manipal,78,4315,2022
1412,Paracetamol,AIIMS,350,4430,2022
1413,Ibuprofen,Apollo,151,4898,2022
1414,Metformin,Apollo,283,2018,2022
1415,Metformin,Medanta,244,3669,2022
1416,Metformin,Apollo,491,2679,2022
1417,Paracetamol,AIIMS,154,1927,2022
1418,Ibuprofen,AIIMS,378,3450,2022
1419,Atorvastatin,Fortis,128,1924,2022
1420,Ibuprofen,Apollo,449,3979,2022
1421,Amoxicillin,Medanta,475,2296,2022
1422,Metformin,Narayana,247,1147,2022
1423,Paracetamol,Fortis,126,3826,2022
1424,Ibuprofen,Medanta,478,2570,2022
1425,Paracetamol,Fortis,391,251,2022
1426,Atorvastatin,AIIMS,121,4535,2022
1427,Amoxicillin,Manipal,164,2824,2022
1428,Aspirin,Fortis,377,508,2022
1429,Metformin,Manipal,349,1983,2022
1430,Paracetamol,Medanta,408,2825,2022
1431,Ibuprofen,Medanta,117,3339,2022
1432,Aspirin,Narayana,469,2770,2022
1433,Aspirin,Medanta,370,1398,2022
1434,Amoxicillin,Medanta,43,4805,2022
1435,Atorvastatin,Narayana,423,446,2022
1436,Metformin,AIIMS,164,2885,2022
1437,Paracetamol,Narayana,164,3585,2022
1438,Metformin,Manipal,303,3796,2022
1439,Amoxicillin,Manipal,431,1081,2022
1440,Atorvastatin,Apollo,425,575,2022
1441,Amoxicillin,Medanta,36,687,2022
1442,Metformin,AIIMS,189,1777,2022
1443,Amoxicillin,Medanta,286,1970,2022
1444,Aspirin,Apollo,91,820,2022
1445,Amoxicillin,Apollo,302,3134,2022
1446,Metformin,Apollo,314,1068,2022
1447,Paracetamol,Fortis,76,1539,2022
1448,Amoxicillin,Fortis,106,1527,2022
1449,Aspirin,Apollo,479,318,2022
1450,Aspirin,Apollo,358,309,2022
1451,Ibuprofen,Fortis,36,2283,2022
1452,Ibuprofen,Manipal,482,1234,2022
1453,Aspirin,Manipal,98,4701,2022
1454,Ibuprofen,Fortis,185,4432,2022
1455,Ibuprofen,Fortis,232,4176,2022
1456,Atorvastatin,AIIMS,172,4891,2022
1457,Atorvastatin,Narayana,129,3076,2022
1458,Amoxicillin,Manipal,78,3513,2022
1459,Aspirin,AIIMS,22,4111,2022
1460,Aspirin,Narayana,45,3864,2022
1461,Aspirin,Manipal,23,3181,2022
1462,Aspirin,Fortis,153,1597,2022
1463,Metformin,Apollo,95,1031,2022
1464,Aspirin,Medanta,180,2301,2022
1465,Amoxicillin,Narayana,191,4274,2022
1466,Atorvastatin,Manipal,485,4562,2022
1467,Ibuprofen,Fortis,174,4040,2022
1468,Atorvastatin,Apollo,454,4437,2022
1469,Ibuprofen,Manipal,108,4550,2022
1470,Ibuprofen,AIIMS,405,222,2022
1471,Metformin,Narayana,154,4234,2022
1472,Metformin,AIIMS,373,3206,2022
1473,Metformin,Fortis,339,1507,2022
1474,Metformin,Medanta,274,4924,2022
1475,Ibuprofen,Apollo,323,981,2022
1476,Aspirin,Fortis,203,2616,2022
1477,Atorvastatin,Narayana,164,2551,2022
1478,Atorvastatin,Fortis,346,4578,2022
1479,Aspirin,Manipal,475,1614,2022
1480,Ibuprofen,Fortis,111,1554,2022
1481,Paracetamol,Fortis,307,2994,2022
1482,Amoxicillin,Narayana,493,3335,2022
1483,Paracetamol,Fortis,198,1435,2022
1484,Aspirin,AIIMS,272,4489,2022
1485,Ibuprofen,Manipal,338,3856,2022
1486,Metformin,Apollo,191,3573,2022
1487,Atorvastatin,Manipal,499,1027,2022
1488,Atorvastatin,Manipal,21,4731,2022
1489,Amoxicillin,Manipal,402,2807,2022
1490,Atorvastatin,Manipal,478,1526,2022
1491,Metformin,Manipal,296,649,2022
1492,Amoxicillin,AIIMS,275,2976,2022
1493,Paracetamol,Apollo,434,3964,2022
1494,Atorvastatin,Fortis,244,4944,2022
1495,Metformin,Medanta,96,2538,2022
1496,Metformin,Manipal,362,578,2022
1497,Metformin,Apollo,396,2208,2022
1498,Amoxicillin,Medanta,431,903,2022
1499,Ibuprofen,Fortis,228,232,2022
1500,Amoxicillin,Fortis,215,4388,2022
1501,Atorvastatin,Manipal,158,3320,2022
1502,Atorvastatin,Manipal,188,4158,2022
1503,Amoxicillin,Fortis,23,4721,2022
1504,Amoxicillin,Manipal,280,4303,2022
1505,Paracetamol,Fortis,23,1753,2022
1506,Ibuprofen,Narayana,319,4368,2022
1507,Aspirin,Narayana,324,2101,2022
1508,Ibuprofen,Medanta,333,3551,2022
1509,Amoxicillin,Apollo,333,3483,2022
1510,Paracetamol,AIIMS,311,3200,2022
1511,Metformin,Manipal,157,2911,2022
1512,Paracetamol,Apollo,403,2308,2022
1513,Paracetamol,Fortis,436,3500,2022
1514,Paracetamol,Narayana,353,2385,2022
1515,Atorvastatin,Apollo,490,2767,2022
1516,Aspirin,Fortis,143,3320,2022
1517,Paracetamol,Manipal,399,470,2022
1518,Metformin,Narayana,347,2834,2022
1519,Amoxicillin,Fortis,379,895,2022
1520,Amoxicillin,Narayana,325,3967,2022
1521,Atorvastatin,Fortis,249,3331,2022
1522,Paracetamol,Narayana,51,2500,2022
1523,Aspirin,Narayana,92,946,2022
1524,Paracetamol,Medanta,496,4043,2022
1525,Amoxicillin,Apollo,384,2197,2022
1526,Amoxicillin,Medanta,316,3594,2022
1527,Aspirin,Fortis,279,3864,2022
1528,Paracetamol,Apollo,375,3717,2022
1529,Atorvastatin,AIIMS,172,1679,2022
1530,Atorvastatin,Apollo,202,4684,2022
1531,Atorvastatin,Apollo,10,1057,2022
1532,Metformin,Manipal,55,623,2022
1533,Ibuprofen,Medanta,261,1528,2022
1534,Amoxicillin,Narayana,476,1732,2022
1535,Atorvastatin,Manipal,39,576,2022
1536,Amoxicillin,Fortis,118,4414,2022
1537,Amoxicillin,Narayana,235,4605,2022
1538,Ibuprofen,Narayana,362,598,2022
1539,Atorvastatin,Apollo,266,2265,2022
1540,Paracetamol,Fortis,128,4074,2022
1541,Metformin,Apollo,143,3866,2022
1542,Amoxicillin,Fortis,417,3914,2022
1543,Paracetamol,Manipal,320,4151,2022
1544,Amoxicillin,Fortis,108,3464,2022
1545,Amoxicillin,Medanta,394,1761,2022
1546,Amoxicillin,Narayana,402,4530,2022
1547,Atorvastatin,Narayana,89,377,2022
1548,Metformin,Medanta,456,3937,2022
1549,Amoxicillin,Apollo,384,3644,2022
1550,Atorvastatin,Apollo,100,3093,2022
1551,Aspirin,Manipal,359,432,2022
1552,Aspirin,Medanta,28,3482,2022
1553,Amoxicillin,Medanta,309,2597,2022
1554,Atorvastatin,Narayana,109,4976,2022
1555,Atorvastatin,AIIMS,40,4930,2022
1556,Atorvastatin,Medanta,48,3057,2022
1557,Paracetamol,AIIMS,407,4774,2022
1558,Atorvastatin,AIIMS,264,868,2022
1559,Amoxicillin,Narayana,454,2800,2022
1560,Amoxicillin,Manipal,231,213,2022
1561,Aspirin,Manipal,189,3056,2022
1562,Atorvastatin,AIIMS,498,3665,2022
1563,Aspirin,Manipal,473,2971,2022
1564,Aspirin,Narayana,407,1794,2022
1565,Amoxicillin,Narayana,46,3737,2022
1566,Metformin,Apollo,468,3151,2022
1567,Paracetamol,Narayana,419,4812,2022
1568,Paracetamol,Medanta,263,4698,2022
1569,Paracetamol,Fortis,248,1316,2022
1570,Ibuprofen,AIIMS,97,1570,2022
1571,Metformin,AIIMS,404,1635,2022
1572,Amoxicillin,Apollo,181,389,2022
1573,Metformin,Narayana,125,2792,2022
1574,Metformin,Medanta,64,2506,2022
1575,Atorvastatin,Medanta,419,3816,2022
1576,Amoxicillin,Medanta,484,3760,2022
1577,Aspirin,Narayana,207,4924,2022
1578,Aspirin,Manipal,432,2538,2022
1579,Paracetamol,Medanta,86,4161,2022
1580,Aspirin,Fortis,443,4124,2022
1581,Atorvastatin,Medanta,319,1589,2022
1582,Amoxicillin,AIIMS,374,4657,2022
1583,Metformin,Manipal,28,4880,2022
1584,Aspirin,Medanta,433,4344,2022
1585,Atorvastatin,Medanta,388,3959,2022
1586,Ibuprofen,Medanta,143,4906,2022
1587,Amoxicillin,Fortis,338,1443,2022
1588,Amoxicillin,Manipal,382,2386,2022
1589,Aspirin,AIIMS,262,101,2022
1590,Metformin,Medanta,92,1895,2022
1591,Paracetamol,Manipal,145,4322,2022
1592,Paracetamol,Fortis,485,1408,2022
1593,Ibuprofen,Manipal,168,476,2022
1594,Amoxicillin,Narayana,424,2343,2022
1595,Ibuprofen,Apollo,53,3446,2022
1596,Aspirin,Narayana,400,988,2022
1597,Amoxicillin,Fortis,334,1179,2022
1598,Metformin,Manipal,104,4352,2022
1599,Ibuprofen,AIIMS,316,392,2022
1600,Metformin,AIIMS,492,499,2022
1601,Atorvastatin,Manipal,68,4872,2022
1602,Aspirin,Apollo,439,4548,2022
1603,Paracetamol,Fortis,234,2979,2022
1604,Atorvastatin,Medanta,92,4065,2022
1605,Atorvastatin,Apollo,338,3583,2022
1606,Ibuprofen,Manipal,196,4158,2022
1607,Aspirin,AIIMS,309,2323,2022
1608,Amoxicillin,Narayana,148,1143,2022
1609,Aspirin,Medanta,473,906,2022
1610,Atorvastatin,Fortis,276,2101,2022
1611,Aspirin,Fortis,426,1609,2022
1612,Aspirin,Fortis,210,4556,2022
1613,Aspirin,AIIMS,339,1115,2022
1614,Amoxicillin,Apollo,418,489,2022
1615,Amoxicillin,Fortis,316,4194,2022
1616,Atorvastatin,Manipal,251,3310,2022
1617,Amoxicillin,Apollo,156,164,2022
1618,Aspirin,Manipal,80,4617,2022
1619,Aspirin,Narayana,188,2686,2022
1620,Paracetamol,Narayana,34,641,2022
1621,Atorvastatin,AIIMS,342,4901,2022
1622,Amoxicillin,Manipal,294,4920,2022
1623,Ibuprofen,Fortis,17,207,2022
1624,Aspirin,Narayana,275,3619,2022
1625,Paracetamol,Narayana,93,953,2022
1626,Atorvastatin,Fortis,298,698,2022
1627,Paracetamol,Apollo,351,2279,2022
1628,Paracetamol,Medanta,22,4135,2022
1629,Aspirin,Manipal,353,2033,2022
1630,Aspirin,Narayana,121,3395,2022
1631,Atorvastatin,Fortis,493,2843,2022
1632,Aspirin,AIIMS,163,1925,2022
1633,Metformin,AIIMS,175,1417,2022
1634,Atorvastatin,Medanta,373,1287,2022
1635,Atorvastatin,Fortis,85,4508,2022
1636,Ibuprofen,Medanta,122,4294,2022
1637,Amoxicillin,Fortis,303,1426,2022
1638,Paracetamol,Manipal,394,3857,2022
1639,Metformin,Narayana,120,3588,2022
1640,Amoxicillin,Apollo,16,3648,2022
1641,Atorvastatin,Medanta,422,4515,2022
1642,Paracetamol,Narayana,399,1539,2022
1643,Atorvastatin,AIIMS,108,1250,2022
1644,Ibuprofen,Medanta,453,4454,2022
1645,Metformin,Fortis,342,357,2022
1646,Aspirin,Manipal,75,868,2022
1647,Aspirin,Apollo,484,4993,2022
1648,Amoxicillin,AIIMS,481,1174,2022
1649,Metformin,Apollo,403,878,2022
1650,Ibuprofen,AIIMS,403,3965,2022
1651,Ibuprofen,Narayana,115,2877,2022
1652,Metformin,Manipal,255,3941,2022
1653,Amoxicillin,Manipal,467,1775,2022
1654,Aspirin,AIIMS,451,184,2022
1655,Ibuprofen,Narayana,121,2622,2022
1656,Ibuprofen,Narayana,14,219,2022
1657,Paracetamol,Manipal,232,3857,2022
1658,Aspirin,Manipal,117,2716,2022
1659,Ibuprofen,AIIMS,30,4879,2022
1660,Atorvastatin,Manipal,166,3313,2022
1661,Atorvastatin,Narayana,12,4438,2022
1662,Paracetamol,AIIMS,234,1160,2022
1663,Metformin,Apollo,279,1153,2022
1664,Metformin,Apollo,202,3933,2022
1665,Aspirin,AIIMS,495,3239,2022
1666,Aspirin,Fortis,236,3977,2022
1667,Ibuprofen,Fortis,476,4300,2022
1668,Atorvastatin,Apollo,264,4868,2022
1669,Aspirin,AIIMS,239,2408,2022
1670,Metformin,Manipal,283,980,2022
1671,Paracetamol,Manipal,260,1430,2022
1672,Ibuprofen,Narayana,306,4591,2022
1673,Atorvastatin,AIIMS,254,4115,2022
1674,Ibuprofen,Apollo,83,3893,2022
1675,Atorvastatin,Fortis,49,1944,2022
1676,Aspirin,Fortis,399,3941,2022
1677,Amoxicillin,Fortis,182,231,2022
1678,Paracetamol,Apollo,263,2858,2022
1679,Aspirin,AIIMS,167,2719,2022
1680,Ibuprofen,Medanta,143,2937,2022
1681,Metformin,Medanta,65,1840,2022
1682,Ibuprofen,Narayana,344,4266,2022
1683,Metformin,Apollo,431,934,2022
1684,Aspirin,Fortis,224,4097,2022
1685,Paracetamol,Fortis,356,3266,2022
1686,Ibuprofen,Apollo,430,1450,2022
1687,Ibuprofen,Fortis,463,4353,2022
1688,Paracetamol,Manipal,23,4635,2022
1689,Aspirin,AIIMS,341,4963,2022
1690,Ibuprofen,Manipal,282,2428,2022
1691,Metformin,Fortis,420,2013,2022
1692,Atorvastatin,Manipal,64,1429,2022
1693,Paracetamol,AIIMS,117,1535,2022
1694,Aspirin,Apollo,210,2375,2022
1695,Ibuprofen,Fortis,162,2492,2022
1696,Amoxicillin,AIIMS,381,1063,2022
1697,Ibuprofen,Manipal,59,2066,2022
1698,Aspirin,Manipal,447,3309,2022
1699,Metformin,Manipal,19,1303,2022
1700,Atorvastatin,Apollo,234,1720,2022
1701,Ibuprofen,Apollo,123,1552,2022
1702,Ibuprofen,Medanta,21,486,2022
1703,Atorvastatin,Medanta,464,2651,2022
1704,Atorvastatin,Manipal,472,2582,2022
1705,Aspirin,Medanta,144,3634,2022
1706,Ibuprofen,Fortis,131,556,2022
1707,Atorvastatin,AIIMS,400,2378,2022
1708,Atorvastatin,Manipal,234,2964,2022
1709,Aspirin,Medanta,64,4006,2022
1710,Paracetamol,AIIMS,250,2381,2022
1711,Aspirin,AIIMS,57,644,2022
1712,Metformin,Narayana,438,1577,2022
1713,Metformin,Medanta,294,1518,2022
1714,Atorvastatin,Manipal,154,2007,2022
1715,Ibuprofen,Narayana,365,3217,2022
1716,Aspirin,Medanta,215,3599,2022
1717,Paracetamol,Manipal,436,1741,2022
1718,Atorvastatin,Narayana,192,4725,2022
1719,Ibuprofen,Fortis,144,635,2022
1720,Metformin,Fortis,142,1399,2022
1721,Metformin,Fortis,222,4520,2022
1722,Ibuprofen,Fortis,12,2721,2022
1723,Ibuprofen,AIIMS,374,4572,2022
1724,Ibuprofen,Manipal,452,4161,2022
1725,Metformin,Apollo,331,1115,2022
1726,Atorvastatin,Apollo,466,4012,2022
1727,Amoxicillin,AIIMS,214,3318,2022
1728,Paracetamol,Manipal,420,4189,2022
1729,Amoxicillin,Apollo,216,2509,2022
1730,Ibuprofen,Apollo,66,1079,2022
1731,Aspirin,Fortis,463,4724,2022
1732,Metformin,Narayana,188,3715,2022
1733,Atorvastatin,Fortis,373,935,2022
1734,Metformin,Apollo,243,676,2022
1735,Paracetamol,Fortis,405,2758,2022
1736,Paracetamol,Narayana,387,4292,2022
1737,Metformin,Medanta,60,3813,2022
1738,Amoxicillin,Medanta,116,1029,2022
1739,Metformin,Manipal,114,1487,2022
1740,Paracetamol,Manipal,95,930,2022
1741,Amoxicillin,Fortis,291,2927,2022
1742,Amoxicillin,Manipal,20,1027,2022
1743,Aspirin,AIIMS,415,215,2022
1744,Ibuprofen,AIIMS,350,3548,2022
1745,Ibuprofen,AIIMS,214,4671,2022
1746,Atorvastatin,Apollo,466,2989,2022
1747,Aspirin,Apollo,355,337,2022
1748,Aspirin,Narayana,38,2182,2022
1749,Ibuprofen,Fortis,79,2340,2022
1750,Metformin,Medanta,161,4131,2022
1751,Amoxicillin,Apollo,53,858,2022
1752,Paracetamol,Apollo,177,2196,2022
1753,Metformin,Fortis,74,3735,2022
1754,Ibuprofen,Fortis,53,2736,2022
1755,Aspirin,AIIMS,45,364,2022
1756,Amoxicillin,Apollo,305,2111,2022
1757,Aspirin,Fortis,314,4034,2022
1758,Paracetamol,Manipal,285,4001,2022
1759,Atorvastatin,Fortis,435,2777,2022
1760,Aspirin,Apollo,333,2416,2022
1761,Aspirin,Medanta,320,2575,2022
1762,Aspirin,Manipal,483,2737,2022
1763,Atorvastatin,Apollo,276,3853,2022
1764,Aspirin,Fortis,233,2131,2022
1765,Aspirin,Narayana,283,1732,2022
1766,Atorvastatin,Manipal,38,1097,2022
1767,Ibuprofen,AIIMS,106,1991,2022
1768,Paracetamol,Fortis,324,2639,2022
1769,Amoxicillin,Manipal,94,4634,2022
1770,Metformin,Narayana,150,295,2022
1771,Paracetamol,Manipal,467,820,2022
1772,Amoxicillin,Manipal,249,1349,2022
1773,Metformin,Narayana,80,2892,2022
1774,Amoxicillin,Narayana,460,3930,2022
1775,Amoxicillin,AIIMS,189,481,2022
1776,Ibuprofen,AIIMS,76,3495,2022
1777,Aspirin,Fortis,206,3572,2022
1778,Paracetamol,Medanta,287,4834,2022
1779,Ibuprofen,Narayana,365,2630,2022
1780,Ibuprofen,Apollo,379,1875,2022
1781,Atorvastatin,AIIMS,210,2923,2022
1782,Aspirin,Manipal,303,3765,2022
1783,Paracetamol,Medanta,455,699,2022
1784,Aspirin,Narayana,295,4283,2022
1785,Metformin,Narayana,195,2160,2022
1786,Aspirin,Manipal,243,1828,2022
1787,Aspirin,Narayana,258,4541,2022
1788,Metformin,Apollo,226,3086,2022
1789,Paracetamol,Narayana,231,2533,2022
1790,Amoxicillin,Manipal,115,2008,2022
1791,Ibuprofen,Fortis,372,4677,2022
1792,Aspirin,Medanta,130,3082,2022
1793,Metformin,Medanta,357,1749,2022
1794,Aspirin,Narayana,50,3845,2022
1795,Aspirin,Medanta,222,107,2022
1796,Metformin,Apollo,236,1089,2022
1797,Aspirin,Medanta,226,2465,2022
1798,Aspirin,Medanta,347,1094,2022
1799,Amoxicillin,AIIMS,444,1922,2022
1800,Paracetamol,Apollo,465,1559,2022
1801,Aspirin,AIIMS,349,2912,2022
1802,Ibuprofen,Apollo,426,3129,2022
1803,Paracetamol,Narayana,277,4386,2022
1804,Metformin,Medanta,170,1639,2022
1805,Paracetamol,Apollo,212,3812,2022
1806,Paracetamol,Medanta,254,3414,2022
1807,Atorvastatin,Manipal,256,4463,2022
1808,Amoxicillin,Manipal,164,2609,2022
1809,Paracetamol,Apollo,397,2512,2022
1810,Paracetamol,Apollo,422,2578,2022
1811,Ibuprofen,AIIMS,398,4930,2022
1812,Metformin,Apollo,386,2274,2022
1813,Metformin,Apollo,135,3732,2022
1814,Paracetamol,AIIMS,165,1857,2022
1815,Paracetamol,Apollo,473,1647,2022
1816,Atorvastatin,Narayana,239,2735,2022
1817,Amoxicillin,Manipal,15,1472,2022
1818,Paracetamol,Fortis,251,4934,2022
1819,Amoxicillin,Narayana,248,2207,2022
1820,Paracetamol,Narayana,429,1020,2022
1821,Atorvastatin,Fortis,420,4854,2022
1822,Metformin,Narayana,340,2206,2022
1823,Ibuprofen,AIIMS,280,4933,2022
1824,Aspirin,Medanta,432,2836,2022
1825,Ibuprofen,Manipal,394,465,2022
1826,Paracetamol,AIIMS,327,4422,2022
1827,Metformin,Fortis,31,4662,2022
1828,Ibuprofen,Manipal,468,4387,2022
1829,Aspirin,Apollo,405,2686,2022
1830,Paracetamol,Apollo,240,1341,2022
1831,Ibuprofen,AIIMS,336,2251,2022
1832,Aspirin,Apollo,120,915,2022
1833,Atorvastatin,Manipal,363,674,2022
1834,Amoxicillin,Apollo,120,681,2022
1835,Aspirin,Fortis,258,811,2022
1836,Atorvastatin,Fortis,445,4712,2022
1837,Atorvastatin,AIIMS,232,1044,2022
1838,Paracetamol,AIIMS,471,3710,2022
1839,Aspirin,Fortis,348,3399,2022
1840,Ibuprofen,Apollo,481,218,2022
1841,Metformin,AIIMS,265,2003,2022
1842,Atorvastatin,Medanta,180,4676,2022
1843,Metformin,Fortis,100,3255,2022
1844,Metformin,Medanta,427,655,2022
1845,Amoxicillin,AIIMS,68,4735,2022
1846,Metformin,Narayana,390,1976,2022
1847,Metformin,Apollo,113,4543,2022
1848,Metformin,Medanta,386,4943,2022
1849,Metformin,Narayana,392,2126,2022
1850,Aspirin,AIIMS,453,4021,2022
1851,Atorvastatin,Manipal,477,2420,2022
1852,Metformin,Manipal,117,1980,2022
1853,Metformin,Medanta,334,4042,2022
1854,Aspirin,Medanta,259,2022,2022
1855,Aspirin,AIIMS,302,628,2022
1856,Atorvastatin,Narayana,280,4055,2022
1857,Atorvastatin,Narayana,126,2779,2022
1858,Aspirin,Narayana,168,4850,2022
1859,Aspirin,Fortis,211,972,2022
1860,Aspirin,Manipal,443,3034,2022
1861,Ibuprofen,Manipal,230,1189,2022
1862,Metformin,Medanta,229,3595,2022
1863,Ibuprofen,Fortis,50,4852,2022
1864,Metformin,Apollo,486,539,2022
